133,24
786,31
709,35
450,39
659,39
163,43
856,46
531,51
703,53
603,54
918,60
671,62
662,64
40,66
343,66
514,69
392,75
419,76
873,77
858,91
59,100
383,101
902,101
564,104
701,108
761,108
522,110
133,113
65,115
43,117
295,117
182,119
527,119
979,129
473,136
864,139
468,147
878,147
942,149
362,153
481,153
34,156
701,158
96,162
423,162
998,164
452,166
18,170
667,173
354,176
444,178
35,179
268,180
893,181
15,183
335,189
178,191
482,193
720,195
810,207
745,208
587,210
766,212
921,214
48,221
224,221
255,226
126,230
775,232
882,232
950,235
552,238
653,238
70,240
419,242
827,242
337,243
908,243
740,247
708,248
705,250
984,250
85,253
269,254
68,255
678,255
491,260
795,269
614,275
99,277
291,278
473,278
670,279
548,280
314,284
937,287
573,288
129,295
55,296
775,300
209,303
556,304
501,305
803,308
862,317
226,318
240,318
388,318
292,319
777,321
165,323
628,323
966,323
893,330
506,331
748,334
914,334
211,336
784,337
703,341
977,341
35,347
224,351
246,351
475,352
712,352
930,353
239,361
308,362
597,368
480,370
533,372
181,373
274,373
751,378
977,379
880,380
785,386
212,388
109,392
699,402
64,404
134,412
742,424
387,427
955,427
543,430
15,432
35,432
120,432
768,436
488,440
456,441
648,442
207,443
979,447
247,448
399,448
28,450
687,452
774,453
209,454
90,455
114,455
643,456
371,459
899,462
535,463
613,463
99,464
126,466
776,466
323,468
207,473
285,474
795,474
876,479
407,483
965,484
733,486
104,487
688,489
587,490
886,493
52,499
475,499
847,502
573,503
912,508
752,509
619,511
792,511
280,515
286,516
628,521
693,525
385,530
888,531
19,537
591,537
81,538
758,538
184,539
276,539
592,541
925,541
635,547
416,548
783,549
159,550
340,551
880,552
188,555
380,558
981,559
245,562
411,562
715,562
396,563
31,564
202,564
692,566
460,571
878,571
142,572
836,572
262,573
749,573
162,574
343,574
487,574
105,575
799,577
980,579
177,582
780,583
684,585
712,585
460,591
955,595
151,597
171,599
54,601
406,601
471,605
300,607
129,608
717,609
957,612
782,614
832,615
180,621
425,622
571,622
641,623
463,626
693,630
659,638
696,643
617,646
48,647
447,649
987,662
548,664
528,665
144,669
35,670
240,670
436,671
479,672
770,673
218,676
707,679
249,681
932,683
59,685
488,685
868,687
765,689
960,690
284,691
945,691
697,694
815,698
41,700
749,700
635,701
164,707
271,709
761,709
502,715
585,715
6,716
770,717
74,722
256,722
932,725
791,728
236,730
876,735
349,742
63,743
781,743
830,743
263,745
339,745
136,748
797,752
634,753
488,755
67,760
267,760
498,761
375,763
711,763
467,764
152,765
388,765
345,766
523,769
100,770
412,771
911,779
13,780
326,780
350,781
938,782
143,783
569,783
513,786
461,788
256,791
778,791
219,796
273,799
168,805
638,809
450,814
985,815
874,818
216,819
719,819
948,822
361,823
414,824
499,827
217,829
837,831
243,834
227,837
710,838
96,840
548,840
969,844
249,846
130,849
419,849
734,851
477,852
439,854
705,858
182,859
292,861
394,864
47,866
27,868
881,868
532,869
579,869
138,875
111,876
114,877
578,883
385,886
53,887
896,891
585,892
353,893
81,894
851,895
278,897
169,903
290,905
228,906
24,907
185,908
157,916
505,921
340,924
52,927
210,931
642,936
567,937
270,939
143,940
594,940
437,942
989,943
955,946
365,947
634,951
59,952
856,953
645,954
791,959
452,960
144,961
536,962
547,967
871,967
838,971
785,972
915,975
971,976
