35,3
26,5
66,9
80,12
46,13
94,13
94,13
9,17
9,17
63,22
52,26
68,28
68,28
82,28
73,30
73,30
25,37
58,41
69,43
83,44
55,49
64,53
16,54
48,57
48,57
38,58
56,61
56,61
86,68
54,70
40,76
40,76
72,78
16,80
2,81
46,86
96,86
23,88
56,89
65,92
3,98
35,3
61,3
26,6
94,13
8,17
74,31
25,38
58,41
84,44
54,47
63,53
15,54
15,54
47,55
47,55
40,77
40,77
40,77
74,77
78,78
46,87
96,87
23,89
23,89
56,89
35,3
7,16
89,20
25,38
85,43
54,46
15,53
15,53
40,77
47,87
96,87
55,88
74,89
34,2
7,17
7,17
89,21
24,38
82,39
55,46
42,80
6,83
47,87
75,91
58,96
82,37
24,39
5,47
7,84
47,87
74,92
60,96
22,40
22,40
7,83
71,94
70,95
69,97
