624,3
375,7
696,8
998,8
191,12
894,15
341,19
662,19
594,20
435,23
474,24
638,24
534,26
922,28
104,35
199,36
189,38
964,38
621,41
124,45
892,45
342,46
62,49
567,52
732,53
673,54
447,56
914,56
539,62
708,63
981,65
973,71
434,72
611,77
817,78
513,79
706,79
118,81
300,86
575,89
218,100
362,101
372,108
327,110
954,113
28,114
851,114
639,115
679,115
155,121
499,121
725,122
904,123
107,126
195,126
587,127
625,128
216,129
270,131
872,132
636,138
352,142
938,144
61,146
29,147
494,147
974,148
649,151
279,162
469,168
321,170
347,171
641,171
424,172
695,173
84,174
34,179
226,179
476,192
225,194
242,194
344,201
787,201
825,202
655,205
81,206
664,207
303,209
586,212
89,214
459,214
12,215
797,217
550,220
238,222
294,223
103,228
966,228
540,229
171,232
780,233
229,239
728,242
651,243
757,243
746,246
367,250
593,250
53,251
375,252
576,252
30,253
530,253
142,257
886,266
464,274
746,275
495,276
913,278
115,282
267,282
908,287
606,289
819,291
71,297
857,297
628,298
397,300
644,302
859,302
173,304
597,304
880,304
361,307
708,308
578,309
439,311
829,313
162,315
594,315
799,320
224,324
2,327
372,329
541,329
18,331
178,331
958,336
129,338
334,340
891,342
840,344
407,346
672,348
505,349
7,350
467,350
830,354
525,358
884,361
612,362
581,363
467,364
176,366
523,368
319,371
326,371
990,371
114,374
284,375
176,379
222,381
844,385
800,386
727,389
338,390
240,392
323,392
9,403
480,403
934,403
40,404
609,406
989,411
433,415
790,418
401,437
902,441
888,444
777,450
426,451
215,453
900,454
647,457
234,463
862,466
742,468
322,469
245,470
510,470
676,474
309,475
593,476
850,477
108,483
974,486
242,487
196,488
463,490
557,492
619,493
154,494
517,500
140,501
740,502
180,503
66,507
170,510
39,517
389,518
602,519
397,521
190,523
450,530
585,532
462,533
939,533
209,535
978,538
397,540
157,547
124,548
952,551
342,552
125,558
898,563
180,572
869,572
674,577
128,584
727,586
403,587
21,591
691,595
549,599
153,601
646,606
3,607
664,609
353,611
541,611
943,612
735,615
169,619
457,621
980,621
502,622
193,623
56,624
875,627
541,628
757,628
507,642
380,644
587,644
584,647
366,654
978,657
225,658
592,659
445,661
571,661
393,662
312,663
545,667
193,668
239,668
85,683
898,691
952,694
816,714
930,717
421,723
386,725
810,730
44,731
913,734
351,735
981,739
549,740
558,743
246,745
561,752
607,753
50,754
679,754
325,757
953,757
979,761
875,763
825,764
884,765
386,774
190,780
338,780
423,780
230,783
276,785
34,793
78,793
732,795
209,800
644,802
129,812
431,818
698,824
690,825
798,827
710,831
551,833
186,834
416,840
929,840
117,841
277,842
395,844
436,844
66,847
270,848
158,853
808,855
415,857
498,860
564,862
356,865
614,866
810,867
526,875
636,877
324,878
367,879
729,885
337,886
148,887
688,892
125,894
150,894
843,895
305,897
172,902
555,907
265,908
298,911
520,913
286,919
951,924
558,927
357,929
334,931
784,931
349,933
466,935
804,938
576,939
19,944
699,945
413,949
515,949
768,950
126,959
372,962
411,967
391,971
252,972
63,978
508,978
482,983
774,990
628,991
9,992
375,9
793,22
435,25
708,65
540,74
511,78
372,107
639,116
857,119
260,120
903,123
627,135
783,140
28,148
36,179
903,186
684,208
305,209
330,240
332,246
578,320
797,323
539,326
201,332
894,340
598,342
818,348
564,363
526,367
666,379
519,382
540,408
432,414
451,444
271,482
956,491
697,500
950,547
153,571
52,580
689,588
557,604
663,608
193,624
98,677
749,709
207,714
371,714
725,715
479,736
703,739
700,753
106,767
201,778
447,780
244,786
211,802
296,819
437,845
321,855
356,864
812,881
703,899
46,906
959,958
411,968
480,968
789,970
328,977
581,989
958,997
65,37
915,55
388,62
401,96
741,127
427,135
421,154
606,238
952,239
731,283
178,367
113,373
600,375
178,416
302,451
704,473
181,483
195,491
539,512
979,526
750,569
361,599
538,608
53,623
830,632
812,665
241,715
479,732
589,741
548,851
832,861
290,887
299,888
465,937
594,39
449,48
169,68
656,126
877,147
96,152
287,172
780,172
523,177
838,186
936,199
74,201
708,316
732,327
131,342
747,465
935,484
445,501
856,504
859,597
36,607
327,683
22,766
206,784
103,801
547,834
584,907
324,55
798,141
373,265
696,293
834,385
797,431
863,504
90,569
327,682
752,709
424,784
281,913
531,934
594,44
293,45
798,143
834,188
337,246
462,310
290,334
348,431
314,515
329,682
685,817
920,831
326,883
309,476
115,610
47,649
558,834
943,981
286,45
882,131
510,261
327,380
938,821
