93,14
241,5
140,22
199,23
160,29
168,30
79,44
280,34
472,20
210,42
104,57
745,6
168,56
771,10
731,17
70,74
685,22
520,41
724,24
880,21
613,43
537,51
595,45
786,32
196,83
305,72
863,30
896,27
134,98
132,102
660,60
107,108
393,89
231,103
475,81
130,116
214,109
733,65
448,91
443,96
767,73
745,83
789,79
572,95
91,135
887,70
604,97
250,129
229,130
499,114
216,137
788,92
737,96
594,115
773,101
189,147
474,133
798,109
480,145
543,138
685,128
712,130
861,120
147,183
649,146
681,145
490,160
823,134
243,183
143,194
597,161
775,142
325,182
207,197
881,144
149,207
571,170
100,211
362,189
752,157
584,178
890,156
455,191
783,167
466,193
371,205
523,196
417,207
793,176
393,217
593,199
413,220
538,215
715,201
400,228
783,200
677,219
788,207
808,207
183,264
552,233
132,269
83,277
770,220
272,260
206,270
637,242
678,238
801,228
822,226
716,241
766,240
71,297
486,262
755,242
208,285
745,245
576,262
77,309
429,283
297,292
426,283
657,265
686,263
711,265
794,261
323,305
764,270
456,295
781,267
185,322
504,299
163,330
712,282
91,338
673,289
845,278
576,303
555,308
474,313
760,292
612,308
870,289
63,353
900,289
807,302
286,347
341,345
861,304
77,372
276,355
153,369
182,366
624,327
73,377
386,354
520,344
201,372
634,337
774,323
507,351
833,329
734,346
894,331
196,391
364,379
512,373
394,395
256,405
476,392
92,423
215,410
877,357
778,367
174,419
740,373
840,366
424,404
402,408
510,402
540,399
310,426
720,390
614,404
811,391
878,384
900,380
212,437
535,414
581,410
866,389
102,453
535,415
629,406
361,433
141,452
134,453
736,411
682,429
198,479
231,479
883,431
727,448
696,454
389,481
588,468
805,449
538,477
599,472
798,456
580,485
607,484
687,482
900,461
823,473
438,504
165,527
788,477
899,469
359,517
468,510
912,477
246,537
600,504
649,502
397,527
632,507
849,493
766,499
225,547
264,544
451,527
622,512
440,533
421,536
638,524
338,555
509,539
411,546
853,512
789,524
874,516
403,557
744,532
595,546
358,570
412,565
654,544
898,528
484,565
98,601
121,599
639,564
895,544
747,557
505,577
709,562
429,584
813,562
317,609
532,594
677,581
552,593
469,601
488,602
500,602
828,574
688,586
804,580
856,578
591,603
834,582
189,636
470,614
826,595
112,654
699,608
678,612
307,646
931,593
163,662
709,620
897,612
700,639
208,685
352,672
957,627
882,637
946,633
778,649
366,689
741,660
749,662
561,681
325,704
865,664
879,672
136,734
733,689
164,735
421,717
181,737
751,695
248,738
307,732
644,707
382,739
763,707
368,752
498,741
657,737
396,762
747,734
452,764
747,740
498,764
810,740
287,790
603,768
715,758
378,794
827,757
961,751
231,809
946,758
778,772
603,786
307,817
845,774
863,772
788,782
349,822
336,827
275,831
297,832
583,818
891,794
223,856
756,809
435,839
492,843
867,814
292,861
490,845
509,848
855,823
345,865
718,833
331,868
894,823
954,815
355,876
426,867
889,833
642,856
301,882
665,854
890,836
458,876
529,872
278,899
840,856
896,848
248,908
907,855
607,883
552,897
340,916
146,935
958,873
485,915
536,924
399,948
841,910
510,942
825,917
433,955
445,958
739,937
